Codigo,Codigo_caracteristica,Descripcion_caracteristica,Valor,Linea,Toma,Observacion,Descripcion,Activo
31010,REM,Reemplazado por,,,,,,
31011,DIMC,Dimensional Cerrado,470.0,,,,,
31011,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31011,DIMR,Dimensional Carrera,218.0,,,,,
31011,TASU,Toma de Anclaje Superior,0.0,,,,,
31011,DIMA,Dimensional Abierto,688.0,,,,,
31011,27,Incluye Tope y Fuelle,,,,,,
31011,REM,Reemplazado por,,,,,,
31012,DIMC,Dimensional Cerrado,465.0,,,,,
31012,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31012,DIMR,Dimensional Carrera,200.0,,,,,
31012,TASU,Toma de Anclaje Superior,0.0,,,,,
31012,DIMA,Dimensional Abierto,665.0,,,,,
31012,27,Incluye Tope y Fuelle,,,,,,
31012,REM,Reemplazado por,,,,,,
31013,DIMC,Dimensional Cerrado,456.0,,,,,
31013,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31013,DIMR,Dimensional Carrera,228.0,,,,,
31013,TASU,Toma de Anclaje Superior,0.0,,,,,
31013,DIMA,Dimensional Abierto,684.0,,,,,
31013,27,Incluye Tope y Fuelle,,,,,,
31013,REM,Reemplazado por,,,,,,
31014,DIMC,Dimensional Cerrado,245.0,,,,,
31014,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31014,DIMR,Dimensional Carrera,81.0,,,,,
31014,TASU,Toma de Anclaje Superior,0.0,,,,,
31014,DIMA,Dimensional Abierto,326.0,,,,,
31014,REM,Reemplazado por,,,,,,
31015,DIMC,Dimensional Cerrado,245.0,,,,,
31015,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31015,DIMR,Dimensional Carrera,81.0,,,,,
31015,TASU,Toma de Anclaje Superior,0.0,,,,,
31015,DIMA,Dimensional Abierto,326.0,,,,,
31015,REM,Reemplazado por,,,,,,
31016,DIMC,Dimensional Cerrado,325.0,,,,,
31016,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31016,DIMR,Dimensional Carrera,115.0,,,,,
31016,TASU,Toma de Anclaje Superior,0.0,,,,,
31016,DIMA,Dimensional Abierto,440.0,,,,,
31016,REM,Reemplazado por,,,,,,
31017,DIMC,Dimensional Cerrado,298.0,,,,,
31017,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31017,DIMR,Dimensional Carrera,198.0,,,,,
31017,TASU,Toma de Anclaje Superior,0.0,,,,,
31017,DIMA,Dimensional Abierto,496.0,,,,,
31017,REM,Reemplazado por,,,,,,
31018,DIMC,Dimensional Cerrado,431.0,,,,,
31018,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31018,DIMR,Dimensional Carrera,195.0,,,,,
31018,TASU,Toma de Anclaje Superior,0.0,,,,,
31018,DIMA,Dimensional Abierto,626.0,,,,,
31018,27,Incluye Tope y Fuelle,,,,,,
31018,REM,Reemplazado por,,,,,,
41001,DIMC,Dimensional Cerrado,367.0,,,,,
41001,TASU,Toma de Anclaje Superior,0.0,,,,,
41001,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41001,DIMR,Dimensional Carrera,71.0,,,,,
41001,DIMA,Dimensional Abierto,438.0,,,,,
41001,REM,Reemplazado por,,,,,,
41002,DIMC,Dimensional Cerrado,382.0,,,,,
41002,TASU,Toma de Anclaje Superior,0.0,,,,,
41002,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41002,DIMR,Dimensional Carrera,62.0,,,,,
41002,DIMA,Dimensional Abierto,444.0,,,,,
41002,REM,Reemplazado por,,,,,,
41003,DIMC,Dimensional Cerrado,443.0,,,,,
41003,TASU,Toma de Anclaje Superior,0.0,,,,,
41003,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41003,DIMR,Dimensional Carrera,183.0,,,,,
41003,DIMA,Dimensional Abierto,626.0,,,,,
41003,REM,Reemplazado por,,,,,,
41004,DIMC,Dimensional Cerrado,315.0,,,,,
41004,TASU,Toma de Anclaje Superior,0.0,,,,,
41004,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41004,DIMR,Dimensional Carrera,216.0,,,,,
41004,DIMA,Dimensional Abierto,531.0,,,,,
41004,REM,Reemplazado por,,,,,,
41005,DIMC,Dimensional Cerrado,364.0,,,,,
41005,TASU,Toma de Anclaje Superior,0.0,,,,,
41005,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41005,DIMR,Dimensional Carrera,74.0,,,,,
41005,DIMA,Dimensional Abierto,438.0,,,,,
41005,REM,Reemplazado por,,,,,,
41006,DIMC,Dimensional Cerrado,363.0,,,,,
41006,TASU,Toma de Anclaje Superior,0.0,,,,,
41006,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41006,DIMR,Dimensional Carrera,237.0,,,,,
41006,DIMA,Dimensional Abierto,600.0,,,,,
41006,REM,Reemplazado por,,,,,,
41007,DIMC,Dimensional Cerrado,276.0,,,,,
41007,TASU,Toma de Anclaje Superior,0.0,,,,,
41007,TAIN,Toma de Anclaje Inferior,0.0,,,,,
41007,DIMR,Dimensional Carrera,144.0,,,,,
41007,DIMA,Dimensional Abierto,420.0,,,,,
41007,REM,Reemplazado por,,,,,,
61531,DIMA,Dimensional Abierto,488.0,,,,,
61531,DIMC,Dimensional Cerrado,331.0,,,,,
61531,TASU,Toma de Anclaje Superior,0.0,,,,,
61531,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61531,DIMR,Dimensional Carrera,157.0,,,,,
61531,REM,Reemplazado por,,,,,,
61001,DIMA,Dimensional Abierto,687.0,,,,,
61001,DIMC,Dimensional Cerrado,470.0,,,,,
61001,TASU,Toma de Anclaje Superior,0.0,,,,,
61001,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61001,DIMR,Dimensional Carrera,217.0,,,,,
61001,REM,Reemplazado por,,,,,,
61002,DIMA,Dimensional Abierto,554.0,,,,,
61002,DIMC,Dimensional Cerrado,370.0,,,,,
61002,TASU,Toma de Anclaje Superior,0.0,,,,,
61002,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61002,DIMR,Dimensional Carrera,184.0,,,,,
61002,REM,Reemplazado por,,,,,,
61003,DIMA,Dimensional Abierto,666.0,,,,,
61003,DIMC,Dimensional Cerrado,473.0,,,,,
61003,TASU,Toma de Anclaje Superior,0.0,,,,,
61003,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61003,DIMR,Dimensional Carrera,193.0,,,,,
61003,REM,Reemplazado por,,,,,,
61004,DIMA,Dimensional Abierto,541.0,,,,,
61004,DIMC,Dimensional Cerrado,379.0,,,,,
61004,TASU,Toma de Anclaje Superior,0.0,,,,,
61004,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61004,DIMR,Dimensional Carrera,162.0,,,,,
61004,REM,Reemplazado por,,,,,,
61005,DIMA,Dimensional Abierto,751.0,,,,,
61005,DIMC,Dimensional Cerrado,532.0,,,,,
61005,TASU,Toma de Anclaje Superior,0.0,,,,,
61005,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61005,DIMR,Dimensional Carrera,219.0,,,,,
61005,REM,Reemplazado por,,,,,,
61006,DIMA,Dimensional Abierto,560.0,,,,,
61006,DIMC,Dimensional Cerrado,373.0,,,,,
61006,TASU,Toma de Anclaje Superior,0.0,,,,,
61006,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61006,DIMR,Dimensional Carrera,187.0,,,,,
61006,REM,Reemplazado por,,,,,,
61007,DIMA,Dimensional Abierto,561.0,,,,,
61007,DIMC,Dimensional Cerrado,371.0,,,,,
61007,TASU,Toma de Anclaje Superior,0.0,,,,,
61007,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61007,DIMR,Dimensional Carrera,190.0,,,,,
61007,REM,Reemplazado por,,,,,,
61501,DIMA,Dimensional Abierto,528.0,,,,,
61501,DIMC,Dimensional Cerrado,365.0,,,,,
61501,TASU,Toma de Anclaje Superior,0.0,,,,,
61501,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61501,DIMR,Dimensional Carrera,163.0,,,,,
61501,REM,Reemplazado por,,,,,,
61502,DIMA,Dimensional Abierto,494.0,,,,,
61502,DIMC,Dimensional Cerrado,353.0,,,,,
61502,TASU,Toma de Anclaje Superior,0.0,,,,,
61502,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61502,DIMR,Dimensional Carrera,141.0,,,,,
61502,REM,Reemplazado por,,,,,,
61503,DIMA,Dimensional Abierto,496.0,,,,,
61503,DIMC,Dimensional Cerrado,300.0,,,,,
61503,TASU,Toma de Anclaje Superior,0.0,,,,,
61503,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61503,DIMR,Dimensional Carrera,196.0,,,,,
61503,REM,Reemplazado por,,,,,,
61504,DIMA,Dimensional Abierto,436.0,,,,,
61504,DIMC,Dimensional Cerrado,293.0,,,,,
61504,TASU,Toma de Anclaje Superior,0.0,,,,,
61504,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61504,DIMR,Dimensional Carrera,143.0,,,,,
61504,REM,Reemplazado por,,,,,,
61505,DIMA,Dimensional Abierto,476.0,,,,,
61505,DIMC,Dimensional Cerrado,285.0,,,,,
61505,TASU,Toma de Anclaje Superior,0.0,,,,,
61505,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61505,DIMR,Dimensional Carrera,191.0,,,,,
61505,REM,Reemplazado por,,,,,,
61506,DIMA,Dimensional Abierto,473.0,,,,,
61506,DIMC,Dimensional Cerrado,331.0,,,,,
61506,TASU,Toma de Anclaje Superior,0.0,,,,,
61506,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61506,DIMR,Dimensional Carrera,142.0,,,,,
61506,REM,Reemplazado por,,,,,,
61507,DIMA,Dimensional Abierto,519.0,,,,,
61507,DIMC,Dimensional Cerrado,310.0,,,,,
61507,TASU,Toma de Anclaje Superior,0.0,,,,,
61507,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61507,DIMR,Dimensional Carrera,209.0,,,,,
61507,REM,Reemplazado por,,,,,,
61508,DIMA,Dimensional Abierto,513.0,,,,,
61508,DIMC,Dimensional Cerrado,354.0,,,,,
61508,TASU,Toma de Anclaje Superior,0.0,,,,,
61508,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61508,DIMR,Dimensional Carrera,159.0,,,,,
61508,REM,Reemplazado por,,,,,,
61509,DIMA,Dimensional Abierto,513.0,,,,,
61509,DIMC,Dimensional Cerrado,298.0,,,,,
61509,TASU,Toma de Anclaje Superior,0.0,,,,,
61509,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61509,DIMR,Dimensional Carrera,215.0,,,,,
61509,REM,Reemplazado por,,,,,,
61510,DIMA,Dimensional Abierto,515.0,,,,,
61510,DIMC,Dimensional Cerrado,343.0,,,,,
61510,TASU,Toma de Anclaje Superior,0.0,,,,,
61510,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61510,DIMR,Dimensional Carrera,172.0,,,,,
61510,REM,Reemplazado por,,,,,,
61511,DIMA,Dimensional Abierto,504.0,,,,,
61511,DIMC,Dimensional Cerrado,353.0,,,,,
61511,TASU,Toma de Anclaje Superior,0.0,,,,,
61511,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61511,DIMR,Dimensional Carrera,151.0,,,,,
61511,REM,Reemplazado por,,,,,,
61512,DIMA,Dimensional Abierto,538.0,,,,,
61512,DIMC,Dimensional Cerrado,346.0,,,,,
61512,TASU,Toma de Anclaje Superior,0.0,,,,,
61512,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61512,DIMR,Dimensional Carrera,192.0,,,,,
61512,REM,Reemplazado por,,,,,,
61513,DIMA,Dimensional Abierto,473.0,,,,,
61513,DIMC,Dimensional Cerrado,334.0,,,,,
61513,TASU,Toma de Anclaje Superior,0.0,,,,,
61513,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61513,DIMR,Dimensional Carrera,139.0,,,,,
61513,REM,Reemplazado por,,,,,,
61514,DIMA,Dimensional Abierto,511.0,,,,,
61514,DIMC,Dimensional Cerrado,310.0,,,,,
61514,TASU,Toma de Anclaje Superior,0.0,,,,,
61514,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61514,DIMR,Dimensional Carrera,201.0,,,,,
61514,REM,Reemplazado por,,,,,,
61515,DIMA,Dimensional Abierto,478.0,,,,,
61515,DIMC,Dimensional Cerrado,326.0,,,,,
61515,TASU,Toma de Anclaje Superior,0.0,,,,,
61515,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61515,DIMR,Dimensional Carrera,152.0,,,,,
61515,REM,Reemplazado por,,,,,,
61516,DIMA,Dimensional Abierto,501.0,,,,,
61516,DIMC,Dimensional Cerrado,298.0,,,,,
61516,TASU,Toma de Anclaje Superior,0.0,,,,,
61516,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61516,DIMR,Dimensional Carrera,203.0,,,,,
61516,REM,Reemplazado por,,,,,,
61517,DIMA,Dimensional Abierto,563.0,,,,,
61517,DIMC,Dimensional Cerrado,379.0,,,,,
61517,TASU,Toma de Anclaje Superior,0.0,,,,,
61517,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61517,DIMR,Dimensional Carrera,184.0,,,,,
61517,REM,Reemplazado por,,,,,,
61518,DIMA,Dimensional Abierto,523.0,,,,,
61518,DIMC,Dimensional Cerrado,376.0,,,,,
61518,TASU,Toma de Anclaje Superior,0.0,,,,,
61518,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61518,DIMR,Dimensional Carrera,147.0,,,,,
61518,REM,Reemplazado por,,,,,,
61519,DIMA,Dimensional Abierto,528.0,,,,,
61519,DIMC,Dimensional Cerrado,357.0,,,,,
61519,TASU,Toma de Anclaje Superior,0.0,,,,,
61519,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61519,DIMR,Dimensional Carrera,171.0,,,,,
61519,REM,Reemplazado por,,,,,,
61520,DIMA,Dimensional Abierto,500.0,,,,,
61520,DIMC,Dimensional Cerrado,334.0,,,,,
61520,TASU,Toma de Anclaje Superior,0.0,,,,,
61520,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61520,DIMR,Dimensional Carrera,166.0,,,,,
61520,REM,Reemplazado por,,,,,,
61521,DIMA,Dimensional Abierto,506.0,,,,,
61521,DIMC,Dimensional Cerrado,347.0,,,,,
61521,TASU,Toma de Anclaje Superior,0.0,,,,,
61521,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61521,DIMR,Dimensional Carrera,159.0,,,,,
61521,REM,Reemplazado por,,,,,,
61522,DIMA,Dimensional Abierto,537.0,,,,,
61522,DIMC,Dimensional Cerrado,357.0,,,,,
61522,TASU,Toma de Anclaje Superior,0.0,,,,,
61522,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61522,DIMR,Dimensional Carrera,180.0,,,,,
61522,REM,Reemplazado por,,,,,,
61523,DIMA,Dimensional Abierto,537.0,,,,,
61523,DIMC,Dimensional Cerrado,357.0,,,,,
61523,TASU,Toma de Anclaje Superior,0.0,,,,,
61523,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61523,DIMR,Dimensional Carrera,180.0,,,,,
61523,REM,Reemplazado por,,,,,,
61524,DIMA,Dimensional Abierto,464.0,,,,,
61524,DIMC,Dimensional Cerrado,321.0,,,,,
61524,TASU,Toma de Anclaje Superior,0.0,,,,,
61524,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61524,DIMR,Dimensional Carrera,143.0,,,,,
61524,REM,Reemplazado por,,,,,,
61525,DIMA,Dimensional Abierto,497.0,,,,,
61525,DIMC,Dimensional Cerrado,341.0,,,,,
61525,TASU,Toma de Anclaje Superior,0.0,,,,,
61525,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61525,DIMR,Dimensional Carrera,156.0,,,,,
61525,REM,Reemplazado por,,,,,,
61526,DIMA,Dimensional Abierto,488.0,,,,,
61526,DIMC,Dimensional Cerrado,331.0,,,,,
61526,TASU,Toma de Anclaje Superior,0.0,,,,,
61526,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61526,DIMR,Dimensional Carrera,157.0,,,,,
61526,REM,Reemplazado por,,,,,,
61527,DIMA,Dimensional Abierto,500.0,,,,,
61527,DIMC,Dimensional Cerrado,334.0,,,,,
61527,TASU,Toma de Anclaje Superior,0.0,,,,,
61527,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61527,DIMR,Dimensional Carrera,166.0,,,,,
61527,REM,Reemplazado por,,,,,,
71001,DIMA,Dimensional Abierto,623.0,,,,,
71001,DIMC,Dimensional Cerrado,469.0,,,,,
71001,TASU,Toma de Anclaje Superior,0.0,,,,,
71001,TAIN,Toma de Anclaje Inferior,0.0,,,,,
71001,DIMR,Dimensional Carrera,154.0,,,,,
71001,REM,Reemplazado por,,,,,,
71002,DIMA,Dimensional Abierto,623.0,,,,,
71002,DIMC,Dimensional Cerrado,449.0,,,,,
71002,TASU,Toma de Anclaje Superior,0.0,,,,,
71002,TAIN,Toma de Anclaje Inferior,0.0,,,,,
71002,DIMR,Dimensional Carrera,174.0,,,,,
71002,REM,Reemplazado por,,,,,,
71501,DIMA,Dimensional Abierto,537.0,,,,,
71501,DIMC,Dimensional Cerrado,373.0,,,,,
71501,TASU,Toma de Anclaje Superior,0.0,,,,,
71501,TAIN,Toma de Anclaje Inferior,0.0,,,,,
71501,DIMR,Dimensional Carrera,164.0,,,,,
71501,REM,Reemplazado por,,,,,,
71502,DIMA,Dimensional Abierto,537.0,,,,,
71502,DIMC,Dimensional Cerrado,373.0,,,,,
71502,TASU,Toma de Anclaje Superior,0.0,,,,,
71502,TAIN,Toma de Anclaje Inferior,0.0,,,,,
71502,DIMR,Dimensional Carrera,164.0,,,,,
71502,REM,Reemplazado por,,,,,,
61529,DIMA,Dimensional Abierto,538.0,,,,,
61529,DIMC,Dimensional Cerrado,375.0,,,,,
61529,TASU,Toma de Anclaje Superior,0.0,,,,,
61529,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61529,DIMR,Dimensional Carrera,163.0,,,,,
61529,REM,Reemplazado por,,,,,,
61530,DIMA,Dimensional Abierto,538.0,,,,,
61530,DIMC,Dimensional Cerrado,346.0,,,,,
61530,TASU,Toma de Anclaje Superior,0.0,,,,,
61530,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61530,DIMR,Dimensional Carrera,192.0,,,,,
61530,REM,Reemplazado por,,,,,,
61528,DIMA,Dimensional Abierto,528.0,,,,,
61528,DIMC,Dimensional Cerrado,363.0,,,,,
61528,TASU,Toma de Anclaje Superior,0.0,,,,,
61528,TAIN,Toma de Anclaje Inferior,0.0,,,,,
61528,DIMR,Dimensional Carrera,165.0,,,,,
61528,REM,Reemplazado por,,,,,,
31019,DIMC,Dimensional Cerrado,401.0,,,,,
31019,TAIN,Toma de Anclaje Inferior,0.0,,,,,
31019,DIMR,Dimensional Carrera,63.0,,,,,
31019,TASU,Toma de Anclaje Superior,0.0,,,,,
31019,DIMA,Dimensional Abierto,464.0,,,,,
31019,REM,Reemplazado por,,,,,,
61008,DIMA,Dimensional Abierto,542.0,,,,,
61008,DIMC,Dimensional Cerrado,375.0,,,,,
61008,DIMR,Dimensional Carrera,167.0,,,,,
61008,TAIN,Toma de Anclaje Inferior,,,,,,
61008,TASU,Toma de Anclaje Superior,,,,,,
61008,REM,Reemplazado por,,,,,,
31020,DIMA,Dimensional Abierto,596.0,,,,,
31020,DIMC,Dimensional Cerrado,401.0,,,,,
31020,DIMR,Dimensional Carrera,195.0,,,,,
31020,TAIN,Toma de Anclaje Inferior,,,,,,
31020,TASU,Toma de Anclaje Superior,,,,,,
31020,REM,Reemplazado por,,,,,,
31021,DIMR,Dimensional Carrera,102.0,,,,,
31021,DIMA,Dimensional Abierto,327.0,,,,,
31021,DIMC,Dimensional Cerrado,225.0,,,,,
31021,TAIN,Toma de Anclaje Inferior,,,,,,
31021,TASU,Toma de Anclaje Superior,,,,,,
31021,REM,Reemplazado por,,,,,,
61533 D,DIMR,Dimensional Carrera,167.0,,,,,
61533 D,DIMA,Dimensional Abierto,532.0,,,,,
61533 D,DIMC,Dimensional Cerrado,365.0,,,,,
61533 D,TASU,Toma de Anclaje Superior,,,,,,
61533 D,TAIN,Toma de Anclaje Inferior,,,,,,
61533 D,REM,Reemplazado por,,,,,,
61534 I,DIMR,Dimensional Carrera,167.0,,,,,
61534 I,DIMA,Dimensional Abierto,532.0,,,,,
61534 I,DIMC,Dimensional Cerrado,365.0,,,,,
61534 I,TASU,Toma de Anclaje Superior,,,,,,
61534 I,TAIN,Toma de Anclaje Inferior,,,,,,
61534 I,REM,Reemplazado por,,,,,,
61532,DIMR,Dimensional Carrera,181.0,,,,,
61532,DIMA,Dimensional Abierto,555.0,,,,,
61532,DIMC,Dimensional Cerrado,374.0,,,,,
61532,TASU,Toma de Anclaje Superior,,,,,,
61532,REM,Reemplazado por,,,,,,
31022,DIMR,Dimensional Carrera,101.0,,,,,
31022,DIMA,Dimensional Abierto,363.0,,,,,
31022,DIMC,Dimensional Cerrado,262.0,,,,,
31022,TAIN,Toma de Anclaje Inferior,,,,,,
31022,TASU,Toma de Anclaje Superior,,,,,,
31022,REM,Reemplazado por,,,,,,
31023,DIMR,Dimensional Carrera,219.0,,,,,
31023,DIMA,Dimensional Abierto,622.0,,,,,
31023,DIMC,Dimensional Cerrado,403.0,,,,,
31023,TASU,Toma de Anclaje Superior,,,,,,
31023,TAIN,Toma de Anclaje Inferior,,,,,,
31023,27,Incluye Tope y Fuelle,,,,,,
31023,REM,Reemplazado por,,,,,,
61009,DIMA,Dimensional Abierto,687.0,,,,,
61009,DIMC,Dimensional Cerrado,470.0,,,,,
61009,DIMR,Dimensional Carrera,217.0,,,,,
61009,REM,Reemplazado por,,,,,,
41009,DIMA,Dimensional Abierto,480.0,,,,,
41009,DIMC,Dimensional Cerrado,405.0,,,,,
41009,DIMR,Dimensional Carrera,75.0,,,,,
41009,TASU,Toma de Anclaje Superior,,,,,,
41009,TAIN,Toma de Anclaje Inferior,,,,,,
41009,REM,Reemplazado por,,,,,,
61536,DIMA,Dimensional Abierto,520.0,,,,,
61536,DIMC,Dimensional Cerrado,332.0,,,,,
61536,DIMR,Dimensional Carrera,188.0,,,,,
61536,REM,Reemplazado por,,,,,,
61537,DIMA,Dimensional Abierto,523.0,,,,,
61537,DIMC,Dimensional Cerrado,337.0,,,,,
61537,DIMR,Dimensional Carrera,186.0,,,,,
61537,REM,Reemplazado por,,,,,,
31025,DIMA,Dimensional Abierto,566.0,,,,,
31025,DIMC,Dimensional Cerrado,439.0,,,,,
31025,DIMR,Dimensional Carrera,127.0,,,,,
31025,REM,Reemplazado por,,,,,,
RS9010,DIMA,Dimensional Abierto,681.0,,,,,
RS9010,DIMC,Dimensional Cerrado,402.0,,,,,
RS9010,DIMR,Dimensional Carrera,279.0,,,,,
RS9010,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9010,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9010,REM,Reemplazado por,,,,,,
RS9019,DIMA,Dimensional Abierto,376.0,,,,,
RS9019,DIMC,Dimensional Cerrado,246.0,,,,,
RS9019,DIMR,Dimensional Carrera,130.0,,,,,
RS9019,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9019,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9019,REM,Reemplazado por,,,,,,
RS9113,DIMA,Dimensional Abierto,528.0,,,,,
RS9113,DIMC,Dimensional Cerrado,326.0,,,,,
RS9113,DIMR,Dimensional Carrera,202.0,,,,,
RS9113,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9113,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9113,REM,Reemplazado por,,,,,,
RS9114,DIMA,Dimensional Abierto,638.0,,,,,
RS9114,DIMC,Dimensional Cerrado,383.0,,,,,
RS9114,DIMR,Dimensional Carrera,255.0,,,,,
RS9114,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9114,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9114,REM,Reemplazado por,,,,,,
RS9115,DIMA,Dimensional Abierto,541.0,,,,,
RS9115,DIMC,Dimensional Cerrado,328.0,,,,,
RS9115,DIMR,Dimensional Carrera,213.0,,,,,
RS9115,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9115,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9115,REM,Reemplazado por,,,,,,
RS9116,DIMA,Dimensional Abierto,624.0,,,,,
RS9116,DIMC,Dimensional Cerrado,376.0,,,,,
RS9116,DIMR,Dimensional Carrera,248.0,,,,,
RS9116,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9116,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9116,REM,Reemplazado por,,,,,,
RS9117,DIMA,Dimensional Abierto,490.0,,,,,
RS9117,DIMC,Dimensional Cerrado,303.0,,,,,
RS9117,DIMR,Dimensional Carrera,187.0,,,,,
RS9117,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9117,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9117,REM,Reemplazado por,,,,,,
RS9118,DIMA,Dimensional Abierto,580.0,,,,,
RS9118,DIMC,Dimensional Cerrado,355.0,,,,,
RS9118,DIMR,Dimensional Carrera,225.0,,,,,
RS9118,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9118,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9118,REM,Reemplazado por,,,,,,
RS9120,DIMA,Dimensional Abierto,370.0,,,,,
RS9120,DIMC,Dimensional Cerrado,246.0,,,,,
RS9120,DIMR,Dimensional Carrera,124.0,,,,,
RS9120,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9120,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9120,REM,Reemplazado por,,,,,,
RS9123,DIMA,Dimensional Abierto,472.0,,,,,
RS9123,DIMC,Dimensional Cerrado,297.0,,,,,
RS9123,DIMR,Dimensional Carrera,175.0,,,,,
RS9123,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9123,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9123,REM,Reemplazado por,,,,,,
RS9124,DIMA,Dimensional Abierto,625.0,,,,,
RS9124,DIMC,Dimensional Cerrado,376.0,,,,,
RS9124,DIMR,Dimensional Carrera,249.0,,,,,
RS9124,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9124,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9124,REM,Reemplazado por,,,,,,
RS9125,DIMA,Dimensional Abierto,580.0,,,,,
RS9125,DIMC,Dimensional Cerrado,354.0,,,,,
RS9125,DIMR,Dimensional Carrera,226.0,,,,,
RS9125,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9125,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9125,REM,Reemplazado por,,,,,,
RS9126,DIMA,Dimensional Abierto,681.0,,,,,
RS9126,DIMC,Dimensional Cerrado,405.0,,,,,
RS9126,DIMR,Dimensional Carrera,276.0,,,,,
RS9126,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9126,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9126,REM,Reemplazado por,,,,,,
RS9128,DIMA,Dimensional Abierto,537.0,,,,,
RS9128,DIMC,Dimensional Cerrado,324.0,,,,,
RS9128,DIMR,Dimensional Carrera,213.0,,,,,
RS9128,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9128,TASU,Toma de Anclaje Superior,0.0,,,,,
RS9128,REM,Reemplazado por,,,,,,
RS9129,DIMA,Dimensional Abierto,524.0,,,,,
RS9129,DIMC,Dimensional Cerrado,323.0,,,,,
RS9129,DIMR,Dimensional Carrera,201.0,,,,,
RS9129,TAIN,Toma de Anclaje Inferior,0.0,,,,,
RS9129,TASU,Toma de Anclaje Superior,0.0,,,,,
