Codigo,Marca,Modelo,Posicion,Linea,Aplica_por_anos,Ano_inicial,Ano_fin,Observaciones
S1020,BMW,3 SERIES E36 CABRIOLET (EX M-TECHNIK) 323I-328I  EX E EUR,T,Línea Liviana,SI,02-1995,,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 316-318IS EX E EUR,T,Línea Liviana,SI,06-1992,12-1999,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 316I-318IS-320I-325I E EUR,T,Línea Liviana,SI,06-1992,,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 318IS,T,Línea Liviana,SI,10-1991,06-1992,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 320I-323I-325I-328I  EX E EUR,T,Línea Liviana,SI,02-1995,,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 320I-325I,T,Línea Liviana,SI,10-1991,06-1992,
S1020,BMW,3 SERIES E36 COUPE (EX M-TECHNIK) 320I-325I EX E EUR,T,Línea Liviana,SI,06-1992,02-1995,
S1020,BMW,316i / 318TDS / 318 TI (E36),T,Línea Liviana,SI,01-1991,12-1998,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,318IC,T,Línea Liviana,SI,01-1991,12-1997,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,318IS,T,Línea Liviana,SI,01-1991,12-1997,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,323IC,T,Línea Liviana,SI,01-1998,12-1998,Convertible+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,323IS,T,Línea Liviana,SI,01-1998,12-1998,Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,325I,T,Línea Liviana,SI,01-1990,12-1995,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,325IC,T,Línea Liviana,SI,01-1990,12-1995,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,325IS,T,Línea Liviana,SI,01-1990,12-1995,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,325IX,T,Línea Liviana,SI,01-1990,12-1991,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,328I,T,Línea Liviana,SI,01-1996,12-1998,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,328IC,T,Línea Liviana,SI,01-1996,12-1998,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,328IS,T,Línea Liviana,SI,01-1996,12-1998,Sedan & Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1020,BMW,320I,T,Línea Liviana,SI,01-1995,,
S1020,BMW,323i / 318i,T,Línea Liviana,SI,01-1995,,
S1020,BMW,325i,T,Línea Liviana,SI,01-1995,12-1999,
S1088,AUDI,A4 BERLINE ALL EX QUATTRO-SPORT-HD,T,Línea Liviana,SI,01-1995,12-1999,
S1088,AUDI,A4,T,Línea Liviana,SI,01-1996,12-1999,Sedan+Sensa-Trac Pair (Left & Right)
S1115,BMW,3 SERIES E36 BERLINE COMPACT (EX M-TECHNIK) 316I-318TI-318IS-318TDS EX E.EU,T,Línea Liviana,SI,01-1994,,
S1115,BMW,318TI,T,Línea Liviana,SI,01-1995,12-1998,Coupe+Exc.Sport Susp. (M-Technik)+Sensa-Trac Pair (Left & Right)
S1115,BMW,316i,T,Línea Liviana,SI,01-1994,,
S1115,BMW,318 tds,T,Línea Liviana,SI,01-1994,,
S1248,OPEL,ASTRA BERLINE 1.2-1.4 16V-1.6/16V-1.7-1.8 16V,T,Línea Liviana,SI,02-1998,,
S1248,OPEL,ASTRA BERLINE 1.2-1.4-1.6-1.7-1.8 SPORT-HD,T,Línea Liviana,SI,02-1998,,
S1248,OPEL,ASTRA BERLINE 2.0 16V-2.0 TD INCL. SPORT-HD,T,Línea Liviana,SI,02-1998,,
S1248,CHEVROLET,ASTRA,T,Línea Liviana,SI,01-1999,,
S4202,VOLKSWAGEN,GOLF III ALL EX GTI-VR6-TDI-HD-SPOR-SYNC,D,Línea Liviana,SI,08-1991,07-1994,
S4202,VOLKSWAGEN,GOLF III ESTATE VARIANT ->1HSW062539/1HSB019475,D,Línea Liviana,SI,01-1993,07-1994,
S4202,VOLKSWAGEN,GOLF III SYNCRO (4X4) EX HD,D,Línea Liviana,SI,08-1991,07-1994,
S4202,SEAT,IBIZA-CORDOBA BERLINE ALL EX 1.8GTI 16V - 2.0GTI/GLX,D,Línea Liviana,SI,02-1993,05-1994,
S4202,VOLKSWAGEN,VENTO ALL EX GT-VR6-TDI(81KW)-HD-SPOR,D,Línea Liviana,SI,01-1992,07-1994,
S4202,SEAT,IBIZA,D,Línea Liviana,SI,01-1993,,
S4202,SEAT,CORDOBA,D,Línea Liviana,SI,01-1994,01-2002,
S4402,MERCEDES BENZ,"190, 190D, 190E",D,Línea Liviana,SI,01-1983,12-1993,
S4402,MERCEDES BENZ,W201 BERLINE 190-190E-190D,D,Línea Liviana,SI,01-1983,12-1993,
S4402,MERCEDES BENZ,190D - 2.2,D,Línea Liviana,SI,01-1984,12-1985,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4402,MERCEDES BENZ,190D - 2.5,D,Línea Liviana,SI,01-1986,12-1989,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4402,MERCEDES BENZ,190DT,D,Línea Liviana,SI,01-1987,12-1987,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4402,MERCEDES BENZ,190E - 2.3,D,Línea Liviana,SI,01-1984,12-1993,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4402,MERCEDES BENZ,190E - 2.3-16,D,Línea Liviana,SI,01-1986,12-1987,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4402,MERCEDES BENZ,190E - 2.6,D,Línea Liviana,SI,01-1987,12-1993,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S4478,VOLKSWAGEN,PASSAT BERLINE 2.0 / 1.8 VR6 (exc. HD air susp.),D,Línea Liviana,SI,01-1991,12-1996,
S4478,VOLKSWAGEN,PASSAT BERLINE 2.0 16V-VR6  EX HD-AIR SUSP.,D,Línea Liviana,SI,01-1993,12-1996,
S4478,VOLKSWAGEN,PASSAT BERLINE 2.8 VR6,D,Línea Liviana,SI,01-1991,12-1993,
S4478,VOLKSWAGEN,PASSAT BERLINE HD,D,Línea Liviana,SI,01-1991,12-1996,CON EQUIPO PARA RUTAS EN MAL ESTADO
S4478,VOLKSWAGEN,PASSAT VARIANT ESTATE 2.0 16V-VR6  EX HD-AIR SUSP.,D,Línea Liviana,SI,01-1993,05-1997,
S4478,VOLKSWAGEN,PASSAT VARIANT ESTATE 2.8 VR6 EX AIR SUSP.,D,Línea Liviana,SI,01-1991,12-1993,
S4478,VOLKSWAGEN,PASSAT VARIANT ESTATE HD EX SYNCRO,D,Línea Liviana,SI,01-1993,09-1996,
S4908,OPEL,ASTRA BERLINE 1.2-1.4-1.6-1.7-1.8 SPORT-HD,D,Línea Liviana,SI,02-1998,,
S4908,OPEL,ASTRA BERLINE 2.0 16V-2.0 TD INCL. SPORT-HD,D,Línea Liviana,SI,02-1998,,
S4908,OPEL,ASTRA CARAVAN ESTATE 1.2-1.4-1.6-1.7-1.8 SPORT-HD,D,Línea Liviana,SI,02-1998,,
S4908,OPEL,ASTRA CARAVAN ESTATE 2.0 16V-2.0 TD INCL. SPORT-HD,D,Línea Liviana,SI,02-1998,,
S4908,CHEVROLET,ASTRA,D,Línea Liviana,SI,01-1999,,
S5011,MERCEDES BENZ,"190, 190D, 190E",T,Línea Liviana,SI,01-1983,01-1993,
S5011,MERCEDES BENZ,W201 BERLINE 190-190E-190D,T,Línea Liviana,SI,01-1983,,
S5011,MERCEDES BENZ,190D - 2.2,T,Línea Liviana,SI,01-1984,12-1985,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5011,MERCEDES BENZ,190D - 2.5,T,Línea Liviana,SI,01-1986,12-1989,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5011,MERCEDES BENZ,190DT,T,Línea Liviana,SI,01-1987,12-1987,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5011,MERCEDES BENZ,190E - 2.3,T,Línea Liviana,SI,01-1984,12-1993,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5011,MERCEDES BENZ,190E - 2.3-16,T,Línea Liviana,SI,01-1986,12-1987,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5011,MERCEDES BENZ,190E - 2.6,T,Línea Liviana,SI,01-1987,12-1993,Exc.2.3L 16 Valve Engine+Sensa-Trac Pair (Left & Right)
S5609,RENAULT,MEGANE SCENIC,T,Línea Liviana,SI,01-1996,,
S5609,RENAULT,MEGANE SCENIC (Trans. Automática),T,Línea Liviana,SI,01-1996,06-1998,
S5609,RENAULT,MEGANE SCENIC 1.4-1.6 MANUAL TRANSM.-1.9D,T,Línea Liviana,SI,01-1996,06-1998,
S5609,RENAULT,MEGANE SCENIC 1.4-1.6-2.0-1.9D-1.9DTI,T,Línea Liviana,SI,06-1998,,
S5609,RENAULT,MEGANE SCENIC 1.6 AUT.TRANS.-2.0-1.9DT-1.9DTI,T,Línea Liviana,SI,01-1996,06-1998,
S5609,RENAULT,MEGANE SCENIC 1.4/16V-1.6 JAOL/MAN JAOF/16V,T,Línea Liviana,SI,11-1996,,
S5609,RENAULT,MEGANE SCENIC 1.6 AUT (JAOF),T,Línea Liviana,SI,11-1996,06-1998,
S5609,RENAULT,MEGANE SCENIC 1.9 D-1.9 DT,T,Línea Liviana,SI,11-1996,,
S5609,RENAULT,MEGANE SCENIC 1.9 DTI-2.0,T,Línea Liviana,SI,11-1996,06-1998,
37022,MAZDA,B2000,D,Línea Liviana,SI,01-1986,12-1986,w/ 2 W.D.
37022,MAZDA,B2200,D,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37022,MAZDA,B2600,D,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37022,HONDA,PASSPORT - DX,D,Línea Liviana,SI,01-1994,12-1995,
37022,HONDA,PASSPORT - EX,D,Línea Liviana,SI,01-1994,12-1995,
37022,HONDA,PASSPORT - LX,D,Línea Liviana,SI,01-1994,12-1995,
37022,ISUZU,PICKUP - 1 TON,D,Línea Liviana,SI,01-1989,12-1992,w/ 4 W.D.
37022,ISUZU,PICKUP - NORMAL CAB,D,Línea Liviana,SI,01-1989,12-1995,w/ 4 W.D.
37022,ISUZU,RODEO 2WD / 4WD,D,Línea Liviana,SI,01-1990,12-1995,
37022,ISUZU,TROOPER / TROOPER II,D,Línea Liviana,SI,01-1987,12-1991,
37022,ISUZU,PICK UP 4WD,D,Línea Liviana,SI,01-1983,01-1999,
37024,HONDA,PASSPORT - DX,T,Línea Liviana,SI,01-1994,12-1996,
37024,HONDA,PASSPORT - EX,T,Línea Liviana,SI,01-1994,12-1997,
37024,HONDA,PASSPORT - LX,T,Línea Liviana,SI,01-1994,12-1997,
37024,ISUZU,RODEO 2WD / 4WD,T,Línea Liviana,SI,01-1990,12-1995,
37024,ISUZU,TROOPER / TROOPER II,T,Línea Liviana,SI,01-1987,12-1991,
37024,ISUZU,RODEO - Todos,T,Línea Liviana,SI,01-1996,,
37029,ISUZU,AMIGO,T,Línea Liviana,SI,01-1989,12-1995,
37029,JEEP,COMANCHE,T,Línea Liviana,SI,01-1987,12-1992,
37029,JEEP,COMANCHE - CHIEF,T,Línea Liviana,SI,01-1987,12-1988,
37029,JEEP,COMANCHE - CUSTOM,T,Línea Liviana,SI,01-1986,12-1986,4 W.D.
37029,JEEP,COMANCHE - ELIMINATOR,T,Línea Liviana,SI,01-1988,12-1992,
37029,JEEP,COMANCHE - LAREDO,T,Línea Liviana,SI,01-1987,12-1988,
37029,JEEP,COMANCHE - PIONEER,T,Línea Liviana,SI,01-1987,12-1992,
37029,JEEP,COMANCHE - X,T,Línea Liviana,SI,01-1986,12-1986,4 W.D.
37029,JEEP,COMANCHE - XLS,T,Línea Liviana,SI,01-1986,12-1986,4 W.D.
37029,DODGE,D50 PICKUP,T,Línea Liviana,SI,01-1982,12-1982,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX,T,Línea Liviana,SI,01-1983,12-1994,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX - LWB,T,Línea Liviana,SI,01-1987,12-1993,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX - S,T,Línea Liviana,SI,01-1983,12-1986,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX - SP,T,Línea Liviana,SI,01-1983,12-1989,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX - SPX,T,Línea Liviana,SI,01-1983,12-1990,w/ 4 W.D.
37029,MITSUBISHI,MIGHTY MAX - SWB,T,Línea Liviana,SI,01-1987,12-1996,w/ 4 W.D.
37029,NISSAN,PATHFINDER,T,Línea Liviana,SI,01-1987,12-1994,w/ASA (Adjustable Shock Absorber)
37029,NISSAN,PATHFINDER - LE,T,Línea Liviana,SI,01-1994,12-1995,w/ASA (Adjustable Shock Absorber)
37029,NISSAN,PATHFINDER - SE,T,Línea Liviana,SI,01-1990,12-1995,w/ASA (Adjustable Shock Absorber)
37029,NISSAN,PATHFINDER - XE,T,Línea Liviana,SI,01-1990,12-1995,w/ASA (Adjustable Shock Absorber)
37029,NISSAN,PATHFINDER - XE/SE,T,Línea Liviana,SI,01-1991,12-1991,w/ASA (Adjustable Shock Absorber)
37029,ISUZU,PICKUP - 1 TON,T,Línea Liviana,SI,01-1988,12-1992,w/ 4 W.D.
37029,ISUZU,PICKUP - NORMAL CAB,T,Línea Liviana,SI,01-1987,12-1995,w/ 4 W.D.
37029,DODGE,RAM 50,T,Línea Liviana,SI,01-1987,12-1991,w/ 4 W.D.
37029,DODGE,RAM 50 - CUSTOM,T,Línea Liviana,SI,01-1983,12-1991,w/ 4 W.D.
37029,DODGE,RAM 50 - CUSTOM EXT CAB,T,Línea Liviana,SI,01-1988,12-1991,w/ 4 W.D.
37029,DODGE,RAM 50 - LE SPORT,T,Línea Liviana,SI,01-1991,12-1991,w/ 4 W.D.
37029,DODGE,RAM 50 - ROYAL,T,Línea Liviana,SI,01-1983,12-1986,w/ 4 W.D.
37029,DODGE,RAM 50 - SE,T,Línea Liviana,SI,01-1990,12-1991,w/ 4 W.D.
37029,DODGE,RAM 50 - SPORT,T,Línea Liviana,SI,01-1983,12-1990,w/ 4 W.D.
37029,ISUZU,PICK UP 2WD,T,Línea Liviana,SI,01-1983,01-1999,
37029,ISUZU,PICK UP 4WD,T,Línea Liviana,SI,01-1983,01-1999,
37029,MITSUBISHI,PICK UP L200 4WD,T,Línea Liviana,SI,01-1987,12-1995,
37047,NISSAN,720 PICKUP,D,Línea Liviana,SI,01-1982,12-1986,w/ 4 W.D.
37047,NISSAN,D21 PICKUP,D,Línea Liviana,SI,01-1986,12-1994,w/ 4 W.D.
37047,NISSAN,D21 PICKUP - SE,D,Línea Liviana,SI,01-1991,12-1993,w/ 4 W.D.
37047,NISSAN,FRONTIER,D,Línea Liviana,SI,01-1998,12-1999,
37047,ISUZU,PICKUP,D,Línea Liviana,SI,01-1983,12-1997,w/ 4 W.D.
37047,ISUZU,PICKUP - 1 TON,D,Línea Liviana,SI,01-1988,12-1992,w/ 2 W.D.
37047,ISUZU,PICKUP - NORMAL CAB,D,Línea Liviana,SI,01-1987,12-1995,w/ 2 W.D.
37047,NISSAN,PICKUP - SE,D,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37047,NISSAN,PICKUP - SHORT BED E,D,Línea Liviana,SI,01-1995,12-1995,w/ 4 W.D.
37047,NISSAN,PICKUP - SHORT BED XE,D,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37047,NISSAN,PICKUP - XE,D,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37047,ISUZU,PICK UP 2WD,D,Línea Liviana,SI,01-1983,01-1999,
37072,DODGE,D50 PICKUP,D,Línea Liviana,SI,01-1982,12-1982,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX,D,Línea Liviana,SI,01-1983,12-1994,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX - LWB,D,Línea Liviana,SI,01-1987,12-1993,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX - S,D,Línea Liviana,SI,01-1983,12-1986,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX - SP,D,Línea Liviana,SI,01-1983,12-1989,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX - SPX,D,Línea Liviana,SI,01-1983,12-1990,w/ 4 W.D.
37072,MITSUBISHI,MIGHTY MAX - SWB,D,Línea Liviana,SI,01-1987,12-1996,w/ 4 W.D.
37072,DODGE,RAM 50,D,Línea Liviana,SI,01-1987,12-1991,w/ 4 W.D.
37072,DODGE,RAM 50 - CUSTOM,D,Línea Liviana,SI,01-1983,12-1991,w/ 4 W.D.
37072,DODGE,RAM 50 - CUSTOM EXT CAB,D,Línea Liviana,SI,01-1988,12-1991,w/ 4 W.D.
37072,DODGE,RAM 50 - LE SPORT,D,Línea Liviana,SI,01-1991,12-1991,w/ 4 W.D.
37072,DODGE,RAM 50 - ROYAL,D,Línea Liviana,SI,01-1983,12-1986,w/ 4 W.D.
37072,DODGE,RAM 50 - SE,D,Línea Liviana,SI,01-1990,12-1991,w/ 4 W.D.
37072,DODGE,RAM 50 - SPORT,D,Línea Liviana,SI,01-1983,12-1990,w/ 4 W.D.
37072,MITSUBISHI,PICK UP L200 4WD,D,Línea Liviana,SI,01-1987,12-1995,
37073,NISSAN,720 PICKUP,T,Línea Liviana,SI,01-1982,12-1986,w/ 4 W.D.
37073,MAZDA,B2000,T,Línea Liviana,SI,01-1986,12-1986,w/ 2 W.D.
37073,MAZDA,B2200,T,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37073,MAZDA,B2600,T,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37073,NISSAN,D21 PICKUP,T,Línea Liviana,SI,01-1986,12-1994,w/ 4 W.D.
37073,NISSAN,D21 PICKUP - SE,T,Línea Liviana,SI,01-1991,12-1993,w/ 4 W.D.
37073,DODGE,D50 PICKUP,T,Línea Liviana,SI,01-1979,12-1982,w/ 2 W.D.
37073,NISSAN,FRONTIER,T,Línea Liviana,SI,01-1998,12-1999,
37073,MITSUBISHI,MIGHTY MAX,T,Línea Liviana,SI,01-1983,12-1994,w/ 2 W.D.
37073,MITSUBISHI,MIGHTY MAX - LWB,T,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37073,MITSUBISHI,MIGHTY MAX - S,T,Línea Liviana,SI,01-1983,12-1986,w/ 2 W.D.
37073,MITSUBISHI,MIGHTY MAX - SP,T,Línea Liviana,SI,01-1983,12-1989,w/ 2 W.D.
37073,MITSUBISHI,MIGHTY MAX - SPX,T,Línea Liviana,SI,01-1983,12-1990,w/ 2 W.D.
37073,MITSUBISHI,MIGHTY MAX - SWB,T,Línea Liviana,SI,01-1987,12-1996,w/ 2 W.D.
37073,ISUZU,PICKUP,T,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37073,NISSAN,PICKUP - SE,T,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37073,NISSAN,PICKUP - SHORT BED E,T,Línea Liviana,SI,01-1995,12-1995,w/ 4 W.D.
37073,NISSAN,PICKUP - SHORT BED XE,T,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37073,NISSAN,PICKUP - XE,T,Línea Liviana,SI,01-1994,12-1997,w/ 4 W.D.
37073,DODGE,RAM 50,T,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37073,DODGE,RAM 50 - CUSTOM,T,Línea Liviana,SI,01-1983,12-1991,w/ 2 W.D.
37073,DODGE,RAM 50 - CUSTOM EXT CAB,T,Línea Liviana,SI,01-1988,12-1991,w/ 2 W.D.
37073,DODGE,RAM 50 - LE SPORT,T,Línea Liviana,SI,01-1991,12-1991,w/ 2 W.D.
37073,DODGE,RAM 50 - ROYAL,T,Línea Liviana,SI,01-1983,12-1986,w/ 2 W.D.
37073,DODGE,RAM 50 - SE,T,Línea Liviana,SI,01-1990,12-1993,w/ 2 W.D.
37073,DODGE,RAM 50 - SPORT,T,Línea Liviana,SI,01-1983,12-1990,w/ 2 W.D.
37073,MITSUBISHI,PICK UP L200 2WD,T,Línea Liviana,SI,01-1987,12-1995,
37097,DODGE,D50 PICKUP,D,Línea Liviana,SI,01-1979,12-1982,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX,D,Línea Liviana,SI,01-1983,12-1994,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX - LWB,D,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX - S,D,Línea Liviana,SI,01-1983,12-1986,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX - SP,D,Línea Liviana,SI,01-1983,12-1989,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX - SPX,D,Línea Liviana,SI,01-1983,12-1990,w/ 2 W.D.
37097,MITSUBISHI,MIGHTY MAX - SWB,D,Línea Liviana,SI,01-1987,12-1996,w/ 2 W.D.
37097,DODGE,RAM 50,D,Línea Liviana,SI,01-1987,12-1993,w/ 2 W.D.
37097,DODGE,RAM 50 - CUSTOM,D,Línea Liviana,SI,01-1983,12-1991,w/ 2 W.D.
37097,DODGE,RAM 50 - CUSTOM EXT CAB,D,Línea Liviana,SI,01-1988,12-1991,w/ 2 W.D.
37097,DODGE,RAM 50 - LE SPORT,D,Línea Liviana,SI,01-1991,12-1991,w/ 2 W.D.
37097,DODGE,RAM 50 - ROYAL,D,Línea Liviana,SI,01-1983,12-1986,w/ 2 W.D.
37097,DODGE,RAM 50 - SE,D,Línea Liviana,SI,01-1990,12-1993,w/ 2 W.D.
37097,DODGE,RAM 50 - SPORT,D,Línea Liviana,SI,01-1983,12-1990,w/ 2 W.D.
37097,MITSUBISHI,PICK UP L200 2WD,D,Línea Liviana,SI,01-1987,12-1995,
37100,NISSAN,PATHFINDER,D,Línea Liviana,SI,01-1987,12-1994,w/ASA (Adjustable Shock Absorber) 4WD
37100,NISSAN,PATHFINDER - LE,D,Línea Liviana,SI,01-1994,12-1995,w/ASA (Adjustable Shock Absorber)
37100,NISSAN,PATHFINDER - SE,D,Línea Liviana,SI,01-1990,12-1995,w/ASA (Adjustable Shock Absorber)
37100,NISSAN,PATHFINDER - XE,D,Línea Liviana,SI,01-1990,12-1995,w/ASA (Adjustable Shock Absorber)
37100,NISSAN,PATHFINDER - XE/SE,D,Línea Liviana,SI,01-1991,12-1991,w/ASA (Adjustable Shock Absorber)
37108,HONDA,PASSPORT - DX,D,Línea Liviana,SI,01-1996,12-1996,
37108,HONDA,PASSPORT - EX,D,Línea Liviana,SI,01-1996,12-1997,
37108,HONDA,PASSPORT - LX,D,Línea Liviana,SI,01-1996,12-1997,
37108,ACURA,SLX,D,Línea Liviana,SI,01-1996,12-1999,Sport Utility
37108,ISUZU,TROOPER - LS,D,Línea Liviana,SI,01-1992,12-1997,
37108,ISUZU,TROOPER - LTD,D,Línea Liviana,SI,01-1997,12-1997,
37108,ISUZU,TROOPER - RS,D,Línea Liviana,SI,01-1993,12-1995,
37108,ISUZU,TROOPER - S,D,Línea Liviana,SI,01-1992,12-1997,
37108,ISUZU,TROOPER & TROOPER II,D,Línea Liviana,SI,01-1992,12-2003,
37108,ISUZU,RODEO - Todos,D,Línea Liviana,SI,01-1996,,
37109,ACURA,SLX,T,Línea Liviana,SI,01-1996,12-1999,Sport Utility
37109,ISUZU,TROOPER - LS,T,Línea Liviana,SI,01-1992,12-1997,
37109,ISUZU,TROOPER - LTD,T,Línea Liviana,SI,01-1997,12-1997,
37109,ISUZU,TROOPER - RS,T,Línea Liviana,SI,01-1993,12-1995,
37109,ISUZU,TROOPER - S,T,Línea Liviana,SI,01-1992,12-1997,
37109,ISUZU,TROOPER & TROOPER II,T,Línea Liviana,SI,01-1992,12-2003,
37162,JEEP,GRAND CHEROKEE,T,Línea Liviana,SI,01-1999,12-1999,
37162,JEEP,GRAND CHEROKEE,T,Línea Liviana,SI,07-1999,12-2004,
37162,CHRYSLER,GRAND CHEROKEE,T,Línea Liviana,SI,07-1999,12-2004,
71989,HONDA,ACCORD,D,Línea Liviana,SI,01-1994,12-1997,
71989,HONDA,ACCORD - 25TH ANNIVERSARY EDITION,D,Línea Liviana,SI,01-1996,12-1996,Station Wagon+Right Units
71989,HONDA,ACCORD - DX,D,Línea Liviana,SI,01-1994,12-1997,Station Wagon+Right Units
71989,HONDA,ACCORD - EX,D,Línea Liviana,SI,01-1994,12-1997,Station Wagon+Right Units
71989,HONDA,ACCORD - EX-R,D,Línea Liviana,SI,01-1994,12-1997,Station Wagon+Right Units
71989,HONDA,ACCORD - LX,D,Línea Liviana,SI,01-1994,12-1997,Station Wagon+Right Units
71989,HONDA,ACCORD - SE,D,Línea Liviana,SI,01-1997,12-1997,Station Wagon+Right Units
71989,ACURA,CL,D,Línea Liviana,SI,01-1997,12-1999,Coupe+Right Units
71989,ISUZU,OASIS,D,Línea Liviana,SI,01-1998,12-1999,Right Units
71989,ISUZU,OASIS - LS,D,Línea Liviana,SI,01-1996,12-1996,Right Units
71989,ISUZU,OASIS - S,D,Línea Liviana,SI,01-1996,12-1997,Right Units
71989,HONDA,ODYSSEY - EX,D,Línea Liviana,SI,01-1995,12-1998,Right Units
71989,HONDA,ODYSSEY - LX,D,Línea Liviana,SI,01-1995,12-1998,Right Units
71284,TOYOTA,HILUX SW4,D,Línea Liviana,SI,01-1996,12-2004,
37157,TOYOTA,HILUX SW4,T,Línea Liviana,SI,01-1996,12-2004,
S1271,ROVER,400 SERIES BERLINE 416 AUT.TRANSM-420D-420I,D,Línea Liviana,SI,05-1995,12-1999,
S1271,ROVER,45 BERLINE-HATCHBACK 1.4-1.6-1.8-2.0I-2.0D,D,Línea Liviana,SI,01-1999,,
S1271,HONDA,"CIVIC (BALLADE) BERLINE, HATCHBACK 2.0 ITD (MB7) 5 DOORS",D,Línea Liviana,SI,01-1997,12-2001,
S1271,ROVER,414-416 SEDAN,D,Línea Liviana,SI,01-1996,12-1999,
S1271,ROVER,420 D / 420 I,D,Línea Liviana,SI,09-1995,12-1999,
37065,CHRYSLER,CARAVAN VAN,T,Línea Liviana,SI,01-1986,12-1994,
71286,HONDA,ACCORD,T,Línea Liviana,SI,01-1994,12-1997,
71352,TOYOTA,HILUX SW4,D,Línea Liviana,SI,01-1996,12-2004,
37237,HYUNDAI,SANTA FE,T,Línea Liviana,SI,01-2001,12-2006,
71435 D,HYUNDAI,SANTA FE,D,Línea Liviana,SI,01-2001,12-2006,
71628 D,MAZDA,626,D,Línea Liviana,SI,01-1993,12-1998,
71629 I,MAZDA,626,D,Línea Liviana,SI,01-1993,12-1998,
72143 D,HONDA,CRV,D,Línea Liviana,SI,01-2002,12-2006,
72144 I,HONDA,CRV,D,Línea Liviana,SI,01-2002,12-2006,
